indicator,level,name,year,group,estimate,moe,share,sharemoe
age,4_towns,Deep River,2019,total_pop,4480,385,NA,NA
age,4_towns,Deep River,2019,ages0_17,945,193,0.211,0.039
age,4_towns,Deep River,2019,ages65plus,839,153,0.187,0.03
age,4_towns,Derby,2019,total_pop,12485,968,NA,NA
age,4_towns,Derby,2019,ages0_17,2440,512,0.195,0.038
age,4_towns,Derby,2019,ages65plus,2118,362,0.17,0.026
age,4_towns,Durham,2019,total_pop,7221,585,NA,NA
age,4_towns,Durham,2019,ages0_17,1433,273,0.198,0.034
age,4_towns,Durham,2019,ages65plus,1500,245,0.208,0.029
age,4_towns,East Granby,2019,total_pop,5304,529,NA,NA
age,4_towns,East Granby,2019,ages0_17,1227,258,0.231,0.043
age,4_towns,East Granby,2019,ages65plus,883,213,0.166,0.037
age,4_towns,East Haddam,2019,total_pop,9007,639,NA,NA
age,4_towns,East Haddam,2019,ages0_17,1649,302,0.183,0.031
age,4_towns,East Haddam,2019,ages65plus,1688,233,0.187,0.022
age,4_towns,East Hampton,2019,total_pop,12827,680,NA,NA
age,4_towns,East Hampton,2019,ages0_17,2542,317,0.198,0.022
age,4_towns,East Hampton,2019,ages65plus,2178,273,0.17,0.019
age,4_towns,East Hartford,2019,total_pop,50272,1647,NA,NA
age,4_towns,East Hartford,2019,ages0_17,11098,853,0.221,0.015
age,4_towns,East Hartford,2019,ages65plus,7248,523,0.144,0.009
age,4_towns,East Haven,2019,total_pop,28742,1164,NA,NA
age,4_towns,East Haven,2019,ages0_17,5275,572,0.184,0.018
age,4_towns,East Haven,2019,ages65plus,5477,443,0.191,0.013
age,4_towns,East Lyme,2019,total_pop,18724,718,NA,NA
age,4_towns,East Lyme,2019,ages0_17,3177,307,0.17,0.015
age,4_towns,East Lyme,2019,ages65plus,4344,312,0.232,0.014
age,4_towns,East Windsor,2019,total_pop,11445,840,NA,NA
age,4_towns,East Windsor,2019,ages0_17,1940,377,0.17,0.031
age,4_towns,East Windsor,2019,ages65plus,1986,298,0.174,0.023
age,4_towns,Eastford,2019,total_pop,1653,135,NA,NA
age,4_towns,Eastford,2019,ages0_17,237,54,0.143,0.03
age,4_towns,Eastford,2019,ages65plus,296,47,0.179,0.024
age,4_towns,Easton,2019,total_pop,7543,487,NA,NA
age,4_towns,Easton,2019,ages0_17,1627,227,0.216,0.027
age,4_towns,Easton,2019,ages65plus,1538,218,0.204,0.026
age,4_towns,Ellington,2019,total_pop,16170,1018,NA,NA
age,4_towns,Ellington,2019,ages0_17,3462,487,0.214,0.027
age,4_towns,Ellington,2019,ages65plus,2302,372,0.142,0.021
age,4_towns,Enfield,2019,total_pop,44143,1221,NA,NA
age,4_towns,Enfield,2019,ages0_17,8220,552,0.186,0.011
age,4_towns,Enfield,2019,ages65plus,7246,422,0.164,0.008
age,4_towns,Essex,2019,total_pop,6604,565,NA,NA
age,4_towns,Essex,2019,ages0_17,992,217,0.15,0.03
age,4_towns,Essex,2019,ages65plus,2057,318,0.311,0.04
age,4_towns,Fairfield,2019,total_pop,61740,1497,NA,NA
age,4_towns,Fairfield,2019,ages0_17,14251,651,0.231,0.009
age,4_towns,Fairfield,2019,ages65plus,9877,517,0.16,0.007
age,4_towns,Farmington,2019,total_pop,25528,926,NA,NA
age,4_towns,Farmington,2019,ages0_17,5222,447,0.205,0.016
age,4_towns,Farmington,2019,ages65plus,5051,399,0.198,0.014
age,4_towns,Franklin,2019,total_pop,1778,121,NA,NA
age,4_towns,Franklin,2019,ages0_17,350,60,0.197,0.031
age,4_towns,Franklin,2019,ages65plus,357,49,0.201,0.024
age,4_towns,Glastonbury,2019,total_pop,34564,1120,NA,NA
age,4_towns,Glastonbury,2019,ages0_17,8010,564,0.232,0.014
age,4_towns,Glastonbury,2019,ages65plus,6232,444,0.18,0.011
age,4_towns,Goshen,2019,total_pop,2883,257,NA,NA
age,4_towns,Goshen,2019,ages0_17,529,128,0.183,0.041
age,4_towns,Goshen,2019,ages65plus,661,118,0.229,0.035
age,4_towns,Granby,2019,total_pop,11361,658,NA,NA
age,4_towns,Granby,2019,ages0_17,2562,331,0.226,0.026
age,4_towns,Granby,2019,ages65plus,2039,266,0.179,0.021
age,4_towns,Greenwich,2019,total_pop,62587,1410,NA,NA
age,4_towns,Greenwich,2019,ages0_17,16028,705,0.256,0.01
age,4_towns,Greenwich,2019,ages65plus,10976,579,0.175,0.008
age,4_towns,Griswold,2019,total_pop,11622,844,NA,NA
age,4_towns,Griswold,2019,ages0_17,2496,453,0.215,0.036
age,4_towns,Griswold,2019,ages65plus,1898,307,0.163,0.024
age,4_towns,Groton,2019,total_pop,38825,1235,NA,NA
age,4_towns,Groton,2019,ages0_17,7458,603,0.192,0.014
age,4_towns,Groton,2019,ages65plus,5953,422,0.153,0.01
age,4_towns,Guilford,2019,total_pop,22216,897,NA,NA
age,4_towns,Guilford,2019,ages0_17,4708,420,0.212,0.017
age,4_towns,Guilford,2019,ages65plus,5322,429,0.24,0.017
age,4_towns,Haddam,2019,total_pop,8227,609,NA,NA
age,4_towns,Haddam,2019,ages0_17,1498,267,0.182,0.03
age,4_towns,Haddam,2019,ages65plus,1675,255,0.204,0.027
age,4_towns,Hamden,2019,total_pop,60982,1829,NA,NA
